"mnum","teamdate","team","date","goal","fkblock","fkgoal","fkmiss","fktarget","penblock","pengoal","penmiss","pentarget","shotibblock","shotibgoal","shotibmiss","shotibtarget","shotobblock","shotobgoal","shotobmiss","shotobtarget","assist","cornertaken","cross","keypass"
7473,"troyes 20150912","troyes",20150912,1,0,0,0,0,0,0,0,0,1,1,1,2,3,0,4,3,0,6,27,9
7474,"troyes 20150815","troyes",20150815,3,0,0,1,1,0,0,0,0,0,2,0,4,1,1,2,1,2,11,28,8
7475,"getafe 20150927","getafe",20150927,3,0,0,0,1,0,0,0,0,1,3,4,2,1,0,1,4,3,4,26,14
7476,"getafe 20150922","getafe",20150922,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,0,1,11,4
7477,"fc dordrecht 20140809","fc dordrecht",20140809,2,0,0,0,0,0,0,0,0,0,2,3,2,1,0,2,2,0,4,20,8
7478,"sivasspor 20141019","sivasspor",20141019,2,0,0,0,0,0,0,0,0,1,2,3,1,1,0,1,1,2,4,16,8
7479,"sivasspor 20141212","sivasspor",20141212,1,0,0,0,0,0,0,0,0,1,1,3,1,0,0,4,0,0,3,11,8
7480,"sivasspor 20141208","sivasspor",20141208,1,0,0,0,0,0,0,0,0,1,1,8,2,2,0,4,2,1,8,28,17
7481,"sivasspor 20141004","sivasspor",20141004,1,0,0,0,0,0,0,0,0,0,1,3,5,2,0,4,0,1,7,22,14
7482,"sivasspor 20141130","sivasspor",20141130,0,0,0,0,0,0,0,0,0,3,0,3,1,2,0,3,0,0,3,14,8
7483,"sivasspor 20141124","sivasspor",20141124,3,0,0,0,0,0,1,0,0,0,3,5,3,1,0,2,0,1,4,17,12
7484,"sivasspor 20141025","sivasspor",20141025,0,2,0,0,0,0,0,0,0,2,0,5,2,5,0,2,5,0,13,52,21
7485,"sivasspor 20150104","sivasspor",20150104,2,0,0,0,0,0,0,0,0,1,2,2,0,1,0,2,0,1,4,27,6
7486,"sivasspor 20141228","sivasspor",20141228,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,3,15,3
7487,"sivasspor 20141220","sivasspor",20141220,0,0,0,0,0,0,0,0,0,2,0,4,1,0,0,6,1,0,3,32,10
7488,"sivasspor 20140926","sivasspor",20140926,1,0,0,0,0,0,0,0,1,1,1,3,3,3,0,3,1,1,3,19,11
7489,"sivasspor 20140831","sivasspor",20140831,1,1,0,0,0,0,0,0,0,1,1,9,1,2,0,4,1,1,8,28,16
7490,"rizespor 20150314","rizespor",20150314,2,0,0,0,0,0,0,0,0,0,2,3,5,1,0,9,3,2,5,16,17
7491,"rizespor 20150215","rizespor",20150215,0,0,0,0,0,0,0,0,0,1,0,5,4,0,0,4,3,0,8,34,15
7492,"valencia 20150215","valencia",20150215,1,0,0,1,0,0,1,0,0,0,1,6,1,0,0,4,1,0,7,30,11
7493,"valencia 20150523","valencia",20150523,3,0,0,0,1,0,0,0,0,1,3,1,1,0,0,2,1,3,6,22,8
7494,"psv eindhoven 20150822","psv eindhoven",20150822,1,0,0,1,0,0,0,0,0,2,1,5,5,1,0,2,0,1,11,20,9
7495,"valencia 20150922","valencia",20150922,0,1,0,1,0,0,0,0,0,0,0,1,4,2,0,3,0,0,6,14,8
7496,"valencia 20150830","valencia",20150830,1,0,0,0,0,0,0,0,0,2,1,1,2,1,0,2,3,1,5,28,9
7497,"crystal palace 20150524","crystal palace",20150524,1,0,0,0,0,0,0,0,0,1,1,1,4,3,0,1,2,1,7,30,10
7498,"kasimpasa 20141019","kasimpasa",20141019,0,2,0,0,0,0,0,0,0,0,0,6,1,6,0,7,1,0,6,24,18
7499,"kasimpasa 20141109","kasimpasa",20141109,2,0,0,0,1,0,0,0,0,3,2,7,1,3,0,6,3,2,10,38,20
7500,"kasimpasa 20141031","kasimpasa",20141031,1,0,0,0,1,0,0,0,0,1,0,5,1,1,1,0,2,1,0,10,9
7501,"kasimpasa 20141213","kasimpasa",20141213,1,0,0,0,0,0,0,0,0,2,1,4,2,1,0,0,2,0,6,15,9
7502,"kasimpasa 20141004","kasimpasa",20141004,4,0,0,0,2,0,0,0,0,1,4,4,5,2,0,2,5,4,5,20,16
7503,"kasimpasa 20141129","kasimpasa",20141129,3,0,0,0,1,0,0,0,0,2,2,2,4,2,1,5,3,1,6,25,16
7504,"kasimpasa 20141024","kasimpasa",20141024,2,2,0,0,0,0,0,0,0,1,2,4,6,5,0,6,2,2,5,15,19
7505,"kasimpasa 20150313","kasimpasa",20150313,1,1,0,0,0,0,0,0,0,2,0,4,1,2,1,3,1,0,6,32,11
7506,"kasimpasa 20150208","kasimpasa",20150208,2,2,0,1,0,0,0,0,0,2,1,1,0,4,1,5,2,1,4,19,11
7507,"kasimpasa 20150131","kasimpasa",20150131,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,3,10,4
7508,"kasimpasa 20150222","kasimpasa",20150222,1,0,0,0,0,0,0,0,0,1,1,2,1,3,0,5,2,1,4,18,13
7509,"kasimpasa 20150104","kasimpasa",20150104,5,1,0,0,0,0,1,0,0,2,4,2,2,1,1,7,1,2,2,13,11
7510,"kasimpasa 20150214","kasimpasa",20150214,0,0,0,0,0,0,0,0,1,0,0,3,1,5,0,2,2,0,2,10,11
7511,"kasimpasa 20141228","kasimpasa",20141228,0,0,0,0,0,0,0,0,0,3,0,0,2,2,0,2,3,0,7,20,11
7512,"kasimpasa 20150124","kasimpasa",20150124,0,0,0,0,1,0,0,0,0,1,0,4,1,2,0,2,2,0,7,19,7
7513,"kasimpasa 20150404","kasimpasa",20150404,2,0,0,1,0,0,0,0,0,0,2,1,2,1,0,5,2,2,6,22,10
7514,"kasimpasa 20150425","kasimpasa",20150425,3,0,0,0,0,0,0,0,0,3,2,3,1,4,1,3,2,2,3,5,13
7515,"kasimpasa 20150321","kasimpasa",20150321,2,1,0,1,0,0,0,0,0,0,1,4,5,3,1,4,0,2,2,14,15
7516,"kasimpasa 20150512","kasimpasa",20150512,2,1,0,1,0,0,1,0,0,0,2,4,1,3,0,4,0,1,2,13,9
7517,"kasimpasa 20150516","kasimpasa",20150516,1,0,0,0,1,0,0,0,0,0,1,1,2,0,0,2,2,1,1,3,6
7518,"kasimpasa 20140927","kasimpasa",20140927,1,0,0,1,1,0,0,0,0,0,0,1,5,1,1,4,2,1,7,19,11
7519,"kasimpasa 20140914","kasimpasa",20140914,2,1,0,0,0,0,0,1,0,0,2,3,8,4,0,5,0,1,4,25,16
7520,"kasimpasa 20140830","kasimpasa",20140830,1,0,0,0,0,0,0,0,0,2,1,2,2,1,0,0,1,1,3,25,9
7521,"kasimpasa 20141207","kasimpasa",20141207,1,0,0,2,1,0,0,0,0,0,1,2,3,1,0,5,3,0,3,10,11
7522,"kasimpasa 20150503","kasimpasa",20150503,5,0,1,0,0,0,0,0,0,1,3,4,3,0,2,3,0,3,4,15,10
7523,"tottenham 20141102","tottenham",20141102,2,0,1,1,0,0,0,0,0,3,1,3,4,2,1,3,1,1,9,23,13
7524,"rotherham 20150314","rotherham",20150314,1,0,0,0,0,0,0,0,0,0,1,6,3,2,0,4,0,1,4,25,9
7525,"rotherham 20150318","rotherham",20150318,0,0,0,0,0,0,0,0,0,4,0,2,1,7,0,2,1,0,5,39,13
7526,"rotherham 20141129","rotherham",20141129,1,0,0,0,0,0,0,0,0,2,1,3,2,2,0,4,1,1,7,19,12
7527,"rotherham 20141101","rotherham",20141101,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,1,1,0,2,13,5
7528,"rotherham 20141104","rotherham",20141104,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,2,0,5,24,6
7529,"rotherham 20141108","rotherham",20141108,0,0,0,0,0,0,0,0,0,1,0,5,1,2,0,4,1,0,4,17,10
7530,"rotherham 20141017","rotherham",20141017,2,0,0,1,1,0,0,0,0,3,1,1,4,2,1,1,4,0,7,27,11
7531,"rotherham 20140930","rotherham",20140930,2,0,0,1,0,0,0,0,0,1,2,7,1,3,0,2,1,1,8,19,13
7532,"rotherham 20141122","rotherham",20141122,0,0,0,0,0,0,0,0,0,1,0,4,1,2,0,2,1,0,5,23,8
7533,"rotherham 20140927","rotherham",20140927,0,0,0,0,1,0,0,0,0,4,0,4,4,5,0,6,1,0,5,31,13
7534,"rotherham 20141021","rotherham",20141021,3,0,0,1,1,0,0,0,0,0,3,7,1,1,0,4,1,2,4,23,11
7535,"rotherham 20141025","rotherham",20141025,1,0,0,0,1,0,0,0,0,0,1,4,2,3,0,2,4,1,5,28,12
7536,"rotherham 20140916","rotherham",20140916,2,1,1,0,0,0,0,0,0,1,1,1,2,3,1,2,3,1,4,23,7
7537,"rotherham 20140913","rotherham",20140913,1,0,0,0,0,0,0,0,0,2,1,2,0,3,0,2,0,1,4,21,9
7538,"rotherham 20140830","rotherham",20140830,0,0,0,0,0,0,0,0,0,4,0,4,5,1,0,2,2,0,7,35,12
7539,"rotherham 20140823","rotherham",20140823,1,0,0,0,0,0,0,0,0,2,1,3,1,0,0,5,1,1,6,15,8
7540,"rotherham 20140819","rotherham",20140819,0,0,0,1,0,0,0,0,0,1,0,6,0,1,0,4,3,0,2,16,13
7541,"rotherham 20140816","rotherham",20140816,1,0,0,0,0,0,0,0,0,0,1,1,2,2,0,2,1,0,4,5,7
7542,"rotherham 20140809","rotherham",20140809,0,0,0,0,0,0,0,0,0,2,0,2,4,3,0,3,2,0,3,14,13
7543,"rotherham 20140920","rotherham",20140920,1,0,0,0,0,0,0,0,0,2,1,6,5,5,0,4,0,1,7,41,20
7544,"burnley 20141018","burnley",20141018,1,0,0,0,0,0,0,0,0,4,1,4,4,0,0,4,0,0,5,35,11
7545,"burnley 20140913","burnley",20140913,0,1,0,0,0,0,0,1,0,1,0,3,1,3,0,1,2,0,6,22,8
7546,"burnley 20140823","burnley",20140823,0,1,0,0,0,0,0,0,0,3,0,3,1,2,0,3,0,0,3,25,7
7547,"burnley 20140818","burnley",20140818,1,0,0,0,0,0,0,0,0,1,1,3,0,0,0,3,1,1,4,15,7
7548,"burnley 20140830","burnley",20140830,0,0,0,1,1,0,0,0,0,1,0,1,2,1,0,2,2,0,3,10,5
7549,"norwich 20150502","norwich",20150502,4,1,0,0,1,0,0,0,0,1,3,1,1,4,1,5,3,4,4,15,17
7550,"norwich 20140819","norwich",20140819,3,0,0,0,0,0,0,1,0,1,2,2,6,0,1,1,4,1,13,34,13
7551,"norwich 20140816","norwich",20140816,3,1,0,1,0,0,0,0,0,3,0,5,2,4,3,10,3,3,11,39,23
7552,"norwich 20140810","norwich",20140810,0,1,0,0,0,0,0,0,0,3,0,1,1,3,0,4,0,0,5,12,10
7553,"millwall 20150110","millwall",20150110,0,0,0,0,0,0,0,0,0,1,0,9,1,1,0,4,1,0,4,21,11
7554,"millwall 20150117","millwall",20150117,1,0,0,1,0,0,0,0,0,2,1,3,0,1,0,4,0,1,4,14,8
7555,"millwall 20141212","millwall",20141212,1,0,0,1,0,0,0,0,0,3,1,0,0,1,0,3,1,1,2,11,6
7556,"millwall 20141228","millwall",20141228,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,3,14,3
7557,"millwall 20141226","millwall",20141226,1,0,0,0,1,0,0,0,0,0,1,1,0,2,0,2,2,0,9,23,5
7558,"millwall 20141104","millwall",20141104,2,0,0,0,0,0,0,0,0,4,1,1,2,2,1,2,2,1,5,24,9
7559,"millwall 20141206","millwall",20141206,1,0,0,0,0,0,0,0,0,2,1,2,0,3,0,6,2,0,3,14,9
7560,"millwall 20141219","millwall",20141219,0,1,0,0,0,0,0,0,0,0,0,2,1,2,0,2,1,0,3,16,7
7561,"millwall 20141021","millwall",20141021,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,1,0,2,9,5
7562,"galatasaray 20141018","galatasaray",20141018,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,7,1,2,4,20,14
7563,"galatasaray 20141031","galatasaray",20141031,2,0,0,0,0,0,0,0,0,0,2,3,0,0,0,4,1,2,2,10,10
7564,"galatasaray 20141022","galatasaray",20141022,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,5,1,0,7,25,8
7565,"napoli 20140924","napoli",20140924,3,0,0,0,0,0,0,0,0,2,3,2,4,3,0,1,2,3,6,19,15
7566,"napoli 20140921","napoli",20140921,0,0,0,0,0,0,0,0,0,2,0,1,2,1,0,1,2,0,9,39,6
7567,"bolton 20140809","bolton",20140809,0,0,0,0,0,0,0,0,0,0,0,6,2,3,0,3,2,0,7,21,11
7568,"istanbul basaksehir 20141018","istanbul basaksehir",20141018,0,0,0,1,0,0,0,0,0,1,0,2,6,0,0,5,2,0,7,17,14
7569,"istanbul basaksehir 20141026","istanbul basaksehir",20141026,4,0,0,0,0,0,0,0,0,1,4,1,2,0,0,2,1,3,3,15,7
7570,"istanbul basaksehir 20140922","istanbul basaksehir",20140922,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,2,1,1,7,8
7571,"istanbul basaksehir 20150131","istanbul basaksehir",20150131,1,0,0,1,0,0,1,0,0,1,1,7,0,3,0,3,0,0,3,16,11
7572,"hull 20150118","hull",20150118,0,0,0,0,0,0,0,0,0,1,0,2,1,2,0,1,2,0,7,21,7
7573,"hull 20150110","hull",20150110,0,0,0,0,0,0,0,0,0,2,0,1,2,1,0,6,0,0,2,23,8
7574,"juventus 20150516","juventus",20150516,2,0,0,0,0,0,1,0,0,2,1,5,1,1,1,2,1,0,3,19,11
7575,"juventus 20150530","juventus",20150530,2,0,0,0,0,0,0,1,0,2,1,2,2,1,1,6,1,2,4,15,15
7576,"juventus 20150509","juventus",20150509,1,0,0,0,0,0,0,0,0,0,0,3,0,1,1,5,3,1,8,34,8
7577,"juventus 20150429","juventus",20150429,3,0,0,0,0,0,0,0,0,2,3,1,2,4,0,0,0,3,5,17,12
7578,"juventus 20150502","juventus",20150502,1,0,0,0,0,0,0,0,0,2,1,3,0,2,0,2,4,1,4,16,13
7579,"juventus 20150523","juventus",20150523,3,0,0,1,0,0,1,0,1,1,3,2,0,2,0,3,2,2,3,8,10
7580,"juventus 20150426","juventus",20150426,1,0,1,0,1,0,0,0,0,1,0,5,5,2,1,4,1,0,2,24,14
7581,"juventus 20150404","juventus",20150404,2,0,0,0,0,0,0,0,0,3,2,3,4,1,0,2,1,1,5,14,9
7582,"juventus 20150418","juventus",20150418,2,1,0,0,1,0,0,0,0,0,1,1,0,1,1,2,2,2,2,7,5
7583,"juventus 20150411","juventus",20150411,0,0,0,0,0,0,0,0,0,3,0,2,3,6,0,5,0,0,4,34,14
7584,"juventus 20150314","juventus",20150314,1,0,0,0,1,0,0,0,0,1,0,3,0,1,1,4,2,1,4,19,9
7585,"juventus 20150309","juventus",20150309,1,0,0,0,0,0,0,0,0,1,0,7,2,2,1,2,1,1,13,38,13
7586,"juventus 20150302","juventus",20150302,1,0,1,0,0,0,0,0,0,4,0,4,0,0,1,1,0,0,5,10,9
7587,"juventus 20150220","juventus",20150220,2,0,0,0,0,0,0,0,0,1,1,2,4,1,1,3,0,1,6,24,10
7588,"juventus 20150207","juventus",20150207,3,1,0,1,0,0,0,0,0,1,3,3,2,5,0,2,4,2,7,18,13
7589,"juventus 20150201","juventus",20150201,0,0,0,0,0,0,0,0,0,0,0,6,2,3,0,1,1,0,9,29,11
7590,"juventus 20150215","juventus",20150215,2,0,0,0,0,0,0,1,0,1,2,5,1,4,0,1,1,2,3,25,13
7591,"cardiff 20150221","cardiff",20150221,0,1,0,0,0,0,0,0,0,4,0,1,1,3,0,1,1,0,6,21,9
7592,"cardiff 20150210","cardiff",20150210,0,0,0,0,0,0,0,0,0,0,0,6,1,2,0,1,0,0,5,21,9
7593,"cardiff 20150207","cardiff",20150207,1,0,0,0,0,0,0,0,0,0,1,3,1,0,0,3,0,1,1,6,4
7594,"bournemouth 20150403","bournemouth",20150403,1,0,0,0,0,0,0,0,0,5,1,5,4,0,0,2,2,1,7,30,15
7595,"bournemouth 20150406","bournemouth",20150406,4,1,0,1,1,0,1,0,0,4,4,6,5,1,0,2,3,2,9,22,14
7596,"bournemouth 20150410","bournemouth",20150410,2,0,1,0,0,0,0,0,0,0,1,2,0,1,1,0,0,1,2,12,4
7597,"bournemouth 20150418","bournemouth",20150418,2,0,1,0,0,0,0,0,0,3,1,4,1,3,1,2,1,2,9,19,13
7598,"bournemouth 20150414","bournemouth",20150414,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,2,0,4,12,7
7599,"cardiff 20141121","cardiff",20141121,2,0,0,0,0,0,1,0,0,1,2,5,2,1,0,4,2,0,6,14,8
7600,"cardiff 20140916","cardiff",20140916,0,0,0,0,0,0,0,0,0,4,0,3,1,2,0,3,0,0,6,17,10
7601,"cardiff 20140823","cardiff",20140823,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,3,0,3,8,7
7602,"cardiff 20140819","cardiff",20140819,1,0,0,0,0,0,0,0,0,0,1,2,1,4,0,1,1,1,6,21,8
7603,"cardiff 20140816","cardiff",20140816,3,1,0,0,0,0,0,0,0,0,2,5,4,2,1,0,2,2,6,27,14
7604,"cardiff 20140808","cardiff",20140808,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2,0,1,5,15,5
7605,"bournemouth 20150502","bournemouth",20150502,3,1,0,1,0,0,0,0,0,6,2,5,2,4,1,6,0,1,7,20,22
7606,"blackpool 20141129","blackpool",20141129,1,0,0,0,0,0,0,0,0,1,1,3,2,1,0,2,1,1,4,17,9
7607,"blackpool 20141108","blackpool",20141108,1,1,0,0,0,0,0,0,0,4,1,3,0,2,0,4,0,1,3,11,11
7608,"blackpool 20141122","blackpool",20141122,1,0,1,0,0,0,0,0,0,1,0,4,1,2,1,1,3,0,1,13,12
7609,"wigan 20150217","wigan",20150217,1,0,0,1,0,0,0,0,0,1,1,2,2,2,0,6,0,1,8,16,10
7610,"wigan 20150220","wigan",20150220,0,0,0,0,0,0,0,0,0,2,0,4,3,5,0,3,0,0,7,35,13
7611,"reading 20150808","reading",20150808,1,0,0,1,2,0,0,1,0,0,1,3,4,2,0,5,5,1,5,18,11
7612,"manchester city 20150930","manchester city",20150930,2,0,0,0,0,0,1,0,1,3,2,10,4,2,0,4,0,1,11,36,19
7613,"manchester city 20151003","manchester city",20151003,6,0,0,0,1,0,0,0,0,2,4,4,4,2,2,3,2,6,6,26,15
7614,"manchester city 20150926","manchester city",20150926,1,1,0,0,1,0,0,0,0,6,1,3,3,2,0,3,4,1,9,25,14
7615,"manchester city 20150919","manchester city",20150919,1,0,0,0,0,0,0,0,0,7,0,5,6,3,1,4,1,1,16,50,22
7616,"rotherham 20151017","rotherham",20151017,1,0,0,0,0,0,0,0,0,2,0,1,5,2,1,3,0,0,4,19,12
7617,"rotherham 20151002","rotherham",20151002,1,0,0,1,0,0,0,0,0,1,0,3,0,3,1,5,2,1,3,27,9
7618,"rotherham 20150926","rotherham",20150926,2,0,0,1,0,0,0,0,0,2,2,2,1,1,0,7,3,1,2,15,12
7619,"derby 20151031","derby",20151031,3,1,0,0,1,0,0,0,0,0,2,5,2,3,1,1,2,2,8,21,13
7620,"derby 20151021","derby",20151021,0,0,0,0,0,0,0,0,0,4,0,1,0,3,0,1,1,0,2,7,8
7621,"derby 20151018","derby",20151018,4,1,0,1,0,0,0,1,0,1,3,2,4,3,1,3,3,3,7,16,13
7622,"derby 20151106","derby",20151106,0,0,0,1,0,0,0,0,0,2,0,0,1,4,0,5,2,0,5,23,12
7623,"derby 20151024","derby",20151024,2,1,0,0,0,0,0,0,0,1,1,2,5,4,1,2,1,1,9,21,12
7624,"derby 20151003","derby",20151003,2,0,0,0,1,0,0,0,0,3,2,4,2,6,0,4,2,2,12,31,19
7625,"derby 20150921","derby",20150921,0,0,0,0,0,0,0,0,0,6,0,3,1,3,0,5,3,0,7,38,15
7626,"derby 20150926","derby",20150926,3,0,0,0,0,0,0,0,0,1,2,1,2,1,1,1,1,2,2,8,8
7627,"derby 20150915","derby",20150915,1,0,0,0,0,0,0,0,0,0,1,1,1,3,0,4,0,1,5,17,6
7628,"derby 20150912","derby",20150912,2,0,1,0,0,0,0,0,0,1,1,2,2,4,1,3,0,1,1,6,11
7629,"derby 20150829","derby",20150829,1,0,0,0,0,0,0,0,0,2,1,2,1,1,0,4,1,1,6,21,11
7630,"derby 20150821","derby",20150821,1,0,0,0,0,0,0,0,0,4,1,4,3,2,0,3,3,1,8,26,14
7631,"derby 20150818","derby",20150818,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,2,1,4,19,4
7632,"derby 20150815","derby",20150815,1,0,0,1,1,0,0,0,0,4,1,5,3,8,0,4,2,1,14,44,20
7633,"darmstadt 20151024","darmstadt",20151024,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,2,0,5,13,5
7634,"darmstadt 20151017","darmstadt",20151017,2,0,0,0,0,0,0,0,0,0,2,3,3,1,0,3,0,2,4,13,10
7635,"west ham 20151031","west ham",20151031,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,2,1,0,2,17,6
7636,"ingolstadt 20151024","ingolstadt",20151024,0,0,0,0,0,0,0,0,0,3,0,6,0,2,0,5,3,0,8,36,13
7637,"ingolstadt 20151018","ingolstadt",20151018,0,0,0,0,2,0,0,1,0,2,0,2,3,0,0,2,3,0,5,11,7
7638,"ingolstadt 20151003","ingolstadt",20151003,2,0,0,0,0,0,0,0,0,2,1,2,3,4,1,1,0,2,4,17,10
7639,"ingolstadt 20150925","ingolstadt",20150925,1,1,0,0,1,0,0,0,0,0,1,3,3,4,0,4,1,1,4,11,10
7640,"ingolstadt 20150922","ingolstadt",20150922,0,0,0,0,0,0,0,0,0,2,0,2,2,1,0,5,0,0,8,19,9
7641,"ingolstadt 20150919","ingolstadt",20150919,1,0,0,0,1,0,1,0,0,1,1,2,1,3,0,4,2,0,5,17,9
7642,"ingolstadt 20150823","ingolstadt",20150823,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,4,2
7643,"ingolstadt 20150829","ingolstadt",20150829,1,0,0,0,1,0,0,0,0,0,0,5,2,5,1,2,1,1,4,12,11
7644,"ingolstadt 20150912","ingolstadt",20150912,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,2,12,2
7645,"ingolstadt 20150815","ingolstadt",20150815,1,0,0,0,0,0,0,0,0,0,1,3,2,1,0,5,2,1,2,12,10
7646,"barcelona 20151017","barcelona",20151017,5,1,0,0,0,0,2,0,0,0,5,4,3,1,0,0,1,2,7,9,10
7647,"barcelona 20151003","barcelona",20151003,1,0,0,0,1,0,1,0,0,8,1,3,8,3,0,2,3,0,9,28,20
7648,"reading 20150829","reading",20150829,3,0,1,0,0,0,1,0,0,0,2,2,4,1,1,3,3,1,4,15,11
7649,"reading 20150822","reading",20150822,0,0,0,0,0,0,0,0,0,2,0,6,2,4,0,1,5,0,8,36,17
7650,"reading 20150819","reading",20150819,1,0,0,1,1,0,0,0,0,1,1,3,0,2,0,6,2,1,5,23,11
7651,"reading 20150816","reading",20150816,0,0,0,0,2,0,0,0,0,0,0,4,0,5,0,2,3,0,5,24,8
7652,"hull 20150104","hull",20150104,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,3,1,0,2,15,7
7653,"rotherham 20150919","rotherham",20150919,2,1,0,0,0,0,1,0,0,4,2,5,3,1,0,2,2,0,5,36,9
7654,"rotherham 20150915","rotherham",20150915,1,1,0,0,0,0,0,0,0,1,1,2,0,2,0,0,0,1,3,14,4
7655,"rotherham 20150912","rotherham",20150912,1,1,0,0,0,0,0,0,0,0,1,0,1,2,0,1,2,1,6,19,4
7656,"reading 20151107","reading",20151107,0,1,0,1,1,0,0,0,0,1,0,0,4,3,0,5,6,0,8,20,10
7657,"sheffield wednesday 20151003","sheffield wednesday",20151003,3,0,0,1,0,0,0,0,0,3,2,3,1,0,1,1,2,2,6,14,9
7658,"millwall 20150210","millwall",20150210,1,0,0,0,0,0,0,0,0,1,1,4,5,1,0,6,0,0,3,12,12
7659,"millwall 20150207","millwall",20150207,1,0,0,0,0,0,0,0,0,2,1,2,3,4,0,3,0,0,6,29,12
7660,"fc dordrecht 20150426","fc dordrecht",20150426,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,1,0,0,5,19,8
7661,"fc dordrecht 20150418","fc dordrecht",20150418,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,3,13,5
7662,"fc dordrecht 20141220","fc dordrecht",20141220,1,1,0,0,0,0,0,0,0,1,1,5,2,2,0,0,0,0,6,25,7
7663,"huddersfield 20150314","huddersfield",20150314,1,0,0,0,0,0,0,0,0,0,1,6,2,4,0,3,3,0,7,30,14
7664,"huddersfield 20150307","huddersfield",20150307,0,0,0,0,2,0,0,0,0,0,0,2,1,3,0,0,3,0,5,16,6
7665,"huddersfield 20150303","huddersfield",20150303,1,0,0,0,0,0,0,0,0,2,1,2,0,1,0,3,1,1,2,16,10
7666,"huddersfield 20150221","huddersfield",20150221,0,1,0,1,0,0,0,0,0,1,0,2,2,2,0,3,0,0,8,25,8
7667,"huddersfield 20150224","huddersfield",20150224,3,0,0,0,1,0,0,0,0,1,3,1,1,1,0,2,6,2,6,14,11
7668,"huddersfield 20150214","huddersfield",20150214,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,2,1,2,10,7
7669,"huddersfield 20150131","huddersfield",20150131,1,0,0,0,0,0,0,0,0,2,1,3,1,1,0,6,0,1,8,26,10
7671,"huddersfield 20150425","huddersfield",20150425,2,1,1,0,0,0,0,0,0,2,0,3,2,2,2,3,1,1,7,28,10
7672,"huddersfield 20150411","huddersfield",20150411,1,0,0,0,0,0,0,0,0,3,1,4,1,0,0,4,3,1,4,23,14
7673,"huddersfield 20150317","huddersfield",20150317,2,0,0,0,0,0,0,0,0,0,2,2,3,1,0,0,0,2,5,14,8
7674,"huddersfield 20150321","huddersfield",20150321,0,0,0,0,0,0,0,2,0,2,0,3,11,5,0,6,4,0,10,51,22
7675,"huddersfield 20150414","huddersfield",20150414,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,2,1,0,3,9,9
7676,"huddersfield 20150418","huddersfield",20150418,4,0,0,0,0,0,0,0,0,5,3,3,1,2,1,2,1,3,8,21,14
7677,"huddersfield 20141101","huddersfield",20141101,3,0,0,0,0,0,0,0,0,1,2,3,1,0,1,1,1,3,4,19,9
7678,"huddersfield 20141108","huddersfield",20141108,1,0,0,1,0,0,0,0,0,0,1,5,1,5,0,3,1,1,10,35,13
7679,"huddersfield 20141018","huddersfield",20141018,4,1,0,0,0,0,0,0,0,3,3,3,5,1,1,0,2,3,5,18,12
7680,"huddersfield 20141001","huddersfield",20141001,3,0,0,1,0,0,0,0,0,0,2,1,1,1,1,4,4,2,2,9,10
7681,"huddersfield 20141004","huddersfield",20141004,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,1,0,9,19,10
7682,"huddersfield 20141122","huddersfield",20141122,0,0,0,1,0,0,0,0,0,2,0,5,2,2,0,3,1,0,8,23,14
7683,"huddersfield 20140927","huddersfield",20140927,2,1,0,0,0,0,1,0,0,1,1,0,1,4,1,3,0,0,5,19,7
7684,"huddersfield 20141021","huddersfield",20141021,1,0,0,0,0,0,0,0,0,0,1,3,1,0,0,2,3,1,8,28,10
7685,"huddersfield 20141025","huddersfield",20141025,2,0,0,0,0,0,1,0,0,0,2,4,2,2,0,4,1,1,3,23,12
7686,"huddersfield 20140920","huddersfield",20140920,0,1,0,0,0,0,0,0,0,3,0,6,0,4,0,1,0,0,3,18,12
7687,"huddersfield 20140916","huddersfield",20140916,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,1,1,0,4,21,5
